lakeid,year,daynum,sampledate,item,value,layer,lastice
CR,1987,197,1987-07-16,ph,6.54,surf,1987-04-09
CR,1987,197,1987-07-16,totnf,63,surf,1987-04-09
CR,1987,197,1987-07-16,totnuf,97,surf,1987-04-09
CR,1987,197,1987-07-16,totpf,0,surf,1987-04-09
CR,1987,197,1987-07-16,totpuf,0,surf,1987-04-09
CR,1987,224,1987-08-12,doc,1.63,surf,1987-04-09
CR,1987,224,1987-08-12,drsif,13.68,surf,1987-04-09
CR,1987,224,1987-08-12,nh4,0,surf,1987-04-09
CR,1987,224,1987-08-12,no3no2,0,surf,1987-04-09
CR,1987,224,1987-08-12,ph,6.6,surf,1987-04-09
CR,1987,224,1987-08-12,totnf,119,surf,1987-04-09
CR,1987,224,1987-08-12,totnuf,118,surf,1987-04-09
CR,1987,224,1987-08-12,totpf,0,surf,1987-04-09
CR,1987,224,1987-08-12,totpuf,4,surf,1987-04-09
CR,1987,251,1987-09-08,doc,1.58,surf,1987-04-09
CR,1987,251,1987-09-08,drsif,13.68,surf,1987-04-09
CR,1987,251,1987-09-08,nh4,35.5,surf,1987-04-09
CR,1987,251,1987-09-08,no3no2,0,surf,1987-04-09
CR,1987,251,1987-09-08,ph,6.445,surf,1987-04-09
CR,1987,251,1987-09-08,totnf,117,surf,1987-04-09
CR,1987,251,1987-09-08,totnuf,110,surf,1987-04-09
CR,1987,251,1987-09-08,totpf,0,surf,1987-04-09
CR,1987,251,1987-09-08,totpuf,3,surf,1987-04-09
CR,1987,280,1987-10-07,doc,1.56,surf,1987-04-09
CR,1987,280,1987-10-07,drsif,38.76,surf,1987-04-09
CR,1987,280,1987-10-07,nh4,22,surf,1987-04-09
CR,1987,280,1987-10-07,no3no2,3,surf,1987-04-09
CR,1987,280,1987-10-07,ph,6.17,surf,1987-04-09
CR,1987,280,1987-10-07,totnf,128,surf,1987-04-09
CR,1987,280,1987-10-07,totnuf,159,surf,1987-04-09
CR,1987,280,1987-10-07,totpf,0,surf,1987-04-09
CR,1987,280,1987-10-07,totpuf,4,surf,1987-04-09
CR,1987,308,1987-11-04,doc,1.43,surf,1987-04-09
CR,1987,308,1987-11-04,drsif,27.36,surf,1987-04-09
CR,1987,308,1987-11-04,nh4,120,surf,1987-04-09
CR,1987,308,1987-11-04,no3no2,9,surf,1987-04-09
CR,1987,308,1987-11-04,ph,6.12,surf,1987-04-09
CR,1987,308,1987-11-04,totnf,160,surf,1987-04-09
CR,1987,308,1987-11-04,totnuf,214,surf,1987-04-09
CR,1987,308,1987-11-04,totpf,0,surf,1987-04-09
CR,1987,308,1987-11-04,totpuf,7,surf,1987-04-09
CR,1988,117,1988-04-26,doc,1.3050000000000002,surf,1988-04-15
CR,1988,117,1988-04-26,drsif,55.86,surf,1988-04-15
CR,1988,117,1988-04-26,nh4,99,surf,1988-04-15
CR,1988,117,1988-04-26,no3no2,30.5,surf,1988-04-15
CR,1988,117,1988-04-26,ph,5.89,surf,1988-04-15
CR,1988,117,1988-04-26,totnf,272.5,surf,1988-04-15
CR,1988,117,1988-04-26,totnuf,333.5,surf,1988-04-15
CR,1988,117,1988-04-26,totpf,5.5,surf,1988-04-15
CR,1988,117,1988-04-26,totpuf,7.5,surf,1988-04-15
CR,1988,147,1988-05-26,doc,2.12,surf,1988-04-15
CR,1988,147,1988-05-26,drsif,15.959999999999999,surf,1988-04-15
CR,1988,147,1988-05-26,nh4,167,surf,1988-04-15
CR,1988,147,1988-05-26,no3no2,10,surf,1988-04-15
CR,1988,147,1988-05-26,ph,5.25,surf,1988-04-15
CR,1988,147,1988-05-26,totnf,218,surf,1988-04-15
CR,1988,147,1988-05-26,totnuf,278,surf,1988-04-15
CR,1988,147,1988-05-26,totpf,4,surf,1988-04-15
CR,1988,147,1988-05-26,totpuf,11,surf,1988-04-15
CR,1988,175,1988-06-23,doc,2.11,surf,1988-04-15
CR,1988,175,1988-06-23,drsif,13.68,surf,1988-04-15
CR,1988,175,1988-06-23,nh4,32,surf,1988-04-15
CR,1988,175,1988-06-23,no3no2,4,surf,1988-04-15
CR,1988,175,1988-06-23,ph,6.42,surf,1988-04-15
CR,1988,175,1988-06-23,totnf,122,surf,1988-04-15
CR,1988,175,1988-06-23,totnuf,149,surf,1988-04-15
CR,1988,175,1988-06-23,totpf,0,surf,1988-04-15
CR,1988,175,1988-06-23,totpuf,6,surf,1988-04-15
CR,1988,203,1988-07-21,doc,2.09,surf,1988-04-15
CR,1988,203,1988-07-21,drsif,29.64,surf,1988-04-15
CR,1988,203,1988-07-21,nh4,65,surf,1988-04-15
CR,1988,203,1988-07-21,no3no2,4.5,surf,1988-04-15
CR,1988,203,1988-07-21,ph,6.415,surf,1988-04-15
CR,1988,203,1988-07-21,totnf,159.5,surf,1988-04-15
CR,1988,203,1988-07-21,totnuf,180.5,surf,1988-04-15
CR,1988,203,1988-07-21,totpf,7,surf,1988-04-15
CR,1988,203,1988-07-21,totpuf,5.5,surf,1988-04-15
CR,1988,230,1988-08-17,doc,1.86,surf,1988-04-15
CR,1988,230,1988-08-17,drsif,38.76,surf,1988-04-15
CR,1988,230,1988-08-17,nh4,24,surf,1988-04-15
CR,1988,230,1988-08-17,no3no2,7,surf,1988-04-15
CR,1988,230,1988-08-17,ph,6.42,surf,1988-04-15
CR,1988,230,1988-08-17,totnf,226,surf,1988-04-15
CR,1988,230,1988-08-17,totnuf,233,surf,1988-04-15
CR,1988,230,1988-08-17,totpf,0,surf,1988-04-15
CR,1988,230,1988-08-17,totpuf,8,surf,1988-04-15
CR,1988,257,1988-09-13,doc,1.81,surf,1988-04-15
CR,1988,257,1988-09-13,drsif,43.31999999999999,surf,1988-04-15
CR,1988,257,1988-09-13,no3no2,11,surf,1988-04-15
CR,1988,257,1988-09-13,ph,6.58,surf,1988-04-15
CR,1988,257,1988-09-13,totnf,166,surf,1988-04-15
CR,1988,257,1988-09-13,totnuf,107,surf,1988-04-15
CR,1988,257,1988-09-13,totpf,0,surf,1988-04-15
CR,1988,257,1988-09-13,totpuf,0,surf,1988-04-15
CR,1988,285,1988-10-11,doc,2.2,surf,1988-04-15
CR,1988,285,1988-10-11,drsif,25.08,surf,1988-04-15
CR,1988,285,1988-10-11,nh4,102,surf,1988-04-15
CR,1988,285,1988-10-11,no3no2,0,surf,1988-04-15
CR,1988,285,1988-10-11,ph,6.22,surf,1988-04-15
CR,1988,285,1988-10-11,totnf,106,surf,1988-04-15
CR,1988,285,1988-10-11,totnuf,159,surf,1988-04-15
CR,1988,285,1988-10-11,totpf,0,surf,1988-04-15
CR,1988,285,1988-10-11,totpuf,8,surf,1988-04-15
CR,1988,313,1988-11-08,doc,2.28,surf,1988-04-15
CR,1988,313,1988-11-08,drsif,31.919999999999998,surf,1988-04-15
CR,1988,313,1988-11-08,nh4,18,surf,1988-04-15
CR,1988,313,1988-11-08,no3no2,4,surf,1988-04-15
CR,1988,313,1988-11-08,ph,6.21,surf,1988-04-15
CR,1988,313,1988-11-08,totnf,91,surf,1988-04-15
CR,1988,313,1988-11-08,totnuf,116,surf,1988-04-15
CR,1988,313,1988-11-08,totpf,0,surf,1988-04-15
CR,1988,313,1988-11-08,totpuf,4,surf,1988-04-15
CR,1989,122,1989-05-02,doc,1.415,surf,1989-04-27
CR,1989,122,1989-05-02,drsif,22.799999999999997,surf,1989-04-27
CR,1989,122,1989-05-02,nh4,14,surf,1989-04-27
CR,1989,122,1989-05-02,no3no2,28.5,surf,1989-04-27
CR,1989,122,1989-05-02,ph,5.87,surf,1989-04-27
CR,1989,122,1989-05-02,totnf,167.5,surf,1989-04-27
CR,1989,122,1989-05-02,totnuf,180,surf,1989-04-27
CR,1989,122,1989-05-02,totpf,0,surf,1989-04-27
CR,1989,122,1989-05-02,totpuf,0,surf,1989-04-27
CR,1989,152,1989-06-01,doc,1.54,surf,1989-04-27
CR,1989,152,1989-06-01,drsif,9.12,surf,1989-04-27
CR,1989,152,1989-06-01,nh4,30,surf,1989-04-27
CR,1989,152,1989-06-01,no3no2,15,surf,1989-04-27
CR,1989,152,1989-06-01,ph,6.56,surf,1989-04-27
CR,1989,152,1989-06-01,totnf,167,surf,1989-04-27
CR,1989,152,1989-06-01,totnuf,256,surf,1989-04-27
CR,1989,152,1989-06-01,totpf,3,surf,1989-04-27
CR,1989,152,1989-06-01,totpuf,7,surf,1989-04-27
CR,1989,180,1989-06-29,doc,1.62,surf,1989-04-27
CR,1989,180,1989-06-29,drsif,11.399999999999999,surf,1989-04-27
CR,1989,180,1989-06-29,nh4,26,surf,1989-04-27
CR,1989,180,1989-06-29,no3no2,10,surf,1989-04-27
CR,1989,180,1989-06-29,ph,6.5,surf,1989-04-27
CR,1989,180,1989-06-29,totnf,118,surf,1989-04-27
CR,1989,180,1989-06-29,totnuf,173,surf,1989-04-27
CR,1989,180,1989-06-29,totpf,3,surf,1989-04-27
CR,1989,180,1989-06-29,totpuf,7,surf,1989-04-27
CR,1989,208,1989-07-27,doc,1.76,surf,1989-04-27
CR,1989,208,1989-07-27,drsif,22.799999999999997,surf,1989-04-27
CR,1989,208,1989-07-27,nh4,124,surf,1989-04-27
CR,1989,208,1989-07-27,no3no2,4,surf,1989-04-27
CR,1989,208,1989-07-27,ph,6.15,surf,1989-04-27
CR,1989,208,1989-07-27,totnf,148,surf,1989-04-27
CR,1989,208,1989-07-27,totnuf,145,surf,1989-04-27
CR,1989,208,1989-07-27,totpf,1,surf,1989-04-27
CR,1989,208,1989-07-27,totpuf,6,surf,1989-04-27
CR,1989,236,1989-08-24,doc,2.13,surf,1989-04-27
CR,1989,236,1989-08-24,drsif,29.639999999999997,surf,1989-04-27
CR,1989,236,1989-08-24,nh4,14,surf,1989-04-27
CR,1989,236,1989-08-24,no3no2,1,surf,1989-04-27
CR,1989,236,1989-08-24,ph,6.76,surf,1989-04-27
CR,1989,236,1989-08-24,totnf,153,surf,1989-04-27
CR,1989,236,1989-08-24,totnuf,114,surf,1989-04-27
CR,1989,236,1989-08-24,totpf,2,surf,1989-04-27
CR,1989,236,1989-08-24,totpuf,5,surf,1989-04-27
CR,1989,264,1989-09-21,doc,1.76,surf,1989-04-27
CR,1989,264,1989-09-21,drsif,22.799999999999997,surf,1989-04-27
CR,1989,264,1989-09-21,nh4,11,surf,1989-04-27
CR,1989,264,1989-09-21,no3no2,1,surf,1989-04-27
CR,1989,264,1989-09-21,ph,6.48,surf,1989-04-27
CR,1989,264,1989-09-21,totnf,227,surf,1989-04-27
CR,1989,264,1989-09-21,totnuf,189,surf,1989-04-27
CR,1989,264,1989-09-21,totpf,3,surf,1989-04-27
CR,1989,264,1989-09-21,totpuf,6,surf,1989-04-27
CR,1989,292,1989-10-19,doc,1.94,surf,1989-04-27
CR,1989,292,1989-10-19,drsif,27.36,surf,1989-04-27
CR,1989,292,1989-10-19,nh4,80,surf,1989-04-27
CR,1989,292,1989-10-19,no3no2,0,surf,1989-04-27
CR,1989,292,1989-10-19,ph,6.2,surf,1989-04-27
CR,1989,292,1989-10-19,totnf,109,surf,1989-04-27
CR,1989,292,1989-10-19,totnuf,133,surf,1989-04-27
CR,1989,292,1989-10-19,totpf,2,surf,1989-04-27
CR,1989,292,1989-10-19,totpuf,5,surf,1989-04-27
CR,1989,319,1989-11-15,doc,1.68,surf,1989-04-27
CR,1989,319,1989-11-15,drsif,22.799999999999997,surf,1989-04-27
CR,1989,319,1989-11-15,nh4,11,surf,1989-04-27
CR,1989,319,1989-11-15,no3no2,3,surf,1989-04-27
CR,1989,319,1989-11-15,ph,6.105,surf,1989-04-27
CR,1989,319,1989-11-15,totnf,115.5,surf,1989-04-27
CR,1989,319,1989-11-15,totnuf,160.5,surf,1989-04-27
CR,1989,319,1989-11-15,totpf,2,surf,1989-04-27
CR,1989,319,1989-11-15,totpuf,8.5,surf,1989-04-27
CR,1990,123,1990-05-03,doc,1.55,surf,1990-04-16
CR,1990,123,1990-05-03,drsif,18.24,surf,1990-04-16
CR,1990,123,1990-05-03,nh4,7,surf,1990-04-16
CR,1990,123,1990-05-03,no3no2,11,surf,1990-04-16
CR,1990,123,1990-05-03,ph,6.53,surf,1990-04-16
CR,1990,123,1990-05-03,totnf,166,surf,1990-04-16
CR,1990,123,1990-05-03,totnuf,213,surf,1990-04-16
CR,1990,123,1990-05-03,totpf,2,surf,1990-04-16
CR,1990,123,1990-05-03,totpuf,5,surf,1990-04-16
CR,1990,151,1990-05-31,doc,1.6,surf,1990-04-16
CR,1990,151,1990-05-31,drsif,9.12,surf,1990-04-16
CR,1990,151,1990-05-31,nh4,20,surf,1990-04-16
CR,1990,151,1990-05-31,no3no2,4,surf,1990-04-16
CR,1990,151,1990-05-31,ph,6.5,surf,1990-04-16
CR,1990,151,1990-05-31,totnf,139,surf,1990-04-16
CR,1990,151,1990-05-31,totnuf,133,surf,1990-04-16
CR,1990,151,1990-05-31,totpf,0,surf,1990-04-16
CR,1990,151,1990-05-31,totpuf,4,surf,1990-04-16
CR,1990,179,1990-06-28,doc,1.94,surf,1990-04-16
CR,1990,179,1990-06-28,drsif,13.68,surf,1990-04-16
CR,1990,179,1990-06-28,nh4,15,surf,1990-04-16
CR,1990,179,1990-06-28,no3no2,0,surf,1990-04-16
CR,1990,179,1990-06-28,ph,6.55,surf,1990-04-16
CR,1990,179,1990-06-28,totnf,123,surf,1990-04-16
CR,1990,179,1990-06-28,totnuf,140,surf,1990-04-16
CR,1990,179,1990-06-28,totpf,0,surf,1990-04-16
CR,1990,179,1990-06-28,totpuf,3,surf,1990-04-16
CR,1990,206,1990-07-25,doc,1.94,surf,1990-04-16
CR,1990,206,1990-07-25,drsif,13.68,surf,1990-04-16
CR,1990,206,1990-07-25,nh4,24,surf,1990-04-16
CR,1990,206,1990-07-25,no3no2,0,surf,1990-04-16
CR,1990,206,1990-07-25,ph,6.69,surf,1990-04-16
CR,1990,206,1990-07-25,totnf,108,surf,1990-04-16
CR,1990,206,1990-07-25,totnuf,118,surf,1990-04-16
CR,1990,206,1990-07-25,totpf,0,surf,1990-04-16
CR,1990,206,1990-07-25,totpuf,0,surf,1990-04-16
CR,1990,235,1990-08-23,doc,2.16,surf,1990-04-16
CR,1990,235,1990-08-23,drsif,22.799999999999997,surf,1990-04-16
CR,1990,235,1990-08-23,nh4,6,surf,1990-04-16
CR,1990,235,1990-08-23,no3no2,0,surf,1990-04-16
CR,1990,235,1990-08-23,ph,6.93,surf,1990-04-16
CR,1990,235,1990-08-23,totnf,241,surf,1990-04-16
CR,1990,235,1990-08-23,totnuf,361,surf,1990-04-16
CR,1990,235,1990-08-23,totpf,5,surf,1990-04-16
CR,1990,235,1990-08-23,totpuf,7,surf,1990-04-16
CR,1990,262,1990-09-19,doc,2.16,surf,1990-04-16
CR,1990,262,1990-09-19,drsif,31.919999999999998,surf,1990-04-16
CR,1990,262,1990-09-19,nh4,23,surf,1990-04-16
CR,1990,262,1990-09-19,no3no2,0,surf,1990-04-16
CR,1990,262,1990-09-19,ph,6.78,surf,1990-04-16
CR,1990,262,1990-09-19,totnf,138,surf,1990-04-16
CR,1990,262,1990-09-19,totnuf,141,surf,1990-04-16
CR,1990,262,1990-09-19,totpf,2,surf,1990-04-16
CR,1990,262,1990-09-19,totpuf,3,surf,1990-04-16
CR,1990,290,1990-10-17,doc,1.91,surf,1990-04-16
CR,1990,290,1990-10-17,drsif,34.199999999999996,surf,1990-04-16
CR,1990,290,1990-10-17,nh4,52,surf,1990-04-16
CR,1990,290,1990-10-17,no3no2,4,surf,1990-04-16
CR,1990,290,1990-10-17,ph,6.19,surf,1990-04-16
CR,1990,290,1990-10-17,totnf,175,surf,1990-04-16
CR,1990,290,1990-10-17,totnuf,163,surf,1990-04-16
CR,1990,290,1990-10-17,totpf,1,surf,1990-04-16
CR,1990,290,1990-10-17,totpuf,4,surf,1990-04-16
CR,1990,318,1990-11-14,doc,1.78,surf,1990-04-16
CR,1990,318,1990-11-14,drsif,18.24,surf,1990-04-16
CR,1990,318,1990-11-14,nh4,9.5,surf,1990-04-16
CR,1990,318,1990-11-14,no3no2,2,surf,1990-04-16
CR,1990,318,1990-11-14,ph,6.285,surf,1990-04-16
CR,1990,318,1990-11-14,totnf,178,surf,1990-04-16
CR,1990,318,1990-11-14,totnuf,218,surf,1990-04-16
CR,1990,318,1990-11-14,totpf,3.5,surf,1990-04-16
CR,1990,318,1990-11-14,totpuf,8,surf,1990-04-16
CR,1991,128,1991-05-08,doc,1.59,surf,1991-04-18
CR,1991,128,1991-05-08,drsif,31.919999999999998,surf,1991-04-18
CR,1991,128,1991-05-08,nh4,6,surf,1991-04-18
CR,1991,128,1991-05-08,no3no2,0,surf,1991-04-18
CR,1991,128,1991-05-08,ph,6.51,surf,1991-04-18
CR,1991,128,1991-05-08,totnf,112,surf,1991-04-18
CR,1991,128,1991-05-08,totnuf,147,surf,1991-04-18
CR,1991,128,1991-05-08,totpf,0,surf,1991-04-18
CR,1991,128,1991-05-08,totpuf,5,surf,1991-04-18
CR,1991,157,1991-06-06,drsif,27.36,surf,1991-04-18
CR,1991,157,1991-06-06,nh4,2,surf,1991-04-18
CR,1991,157,1991-06-06,no3no2,1,surf,1991-04-18
CR,1991,157,1991-06-06,ph,6.63,surf,1991-04-18
CR,1991,157,1991-06-06,totnf,103,surf,1991-04-18
CR,1991,157,1991-06-06,totnuf,127,surf,1991-04-18
CR,1991,157,1991-06-06,totpf,0,surf,1991-04-18
CR,1991,157,1991-06-06,totpuf,0,surf,1991-04-18
CR,1991,183,1991-07-02,doc,1.9849999999999999,surf,1991-04-18
CR,1991,183,1991-07-02,drsif,23.939999999999998,surf,1991-04-18
CR,1991,183,1991-07-02,nh4,20.5,surf,1991-04-18
CR,1991,183,1991-07-02,no3no2,2,surf,1991-04-18
CR,1991,183,1991-07-02,ph,6.62,surf,1991-04-18
CR,1991,183,1991-07-02,totnf,119,surf,1991-04-18
CR,1991,183,1991-07-02,totnuf,119,surf,1991-04-18
CR,1991,183,1991-07-02,totpf,1.5,surf,1991-04-18
CR,1991,183,1991-07-02,totpuf,7,surf,1991-04-18
CR,1991,213,1991-08-01,doc,2.09,surf,1991-04-18
CR,1991,213,1991-08-01,drsif,47.879999999999995,surf,1991-04-18
CR,1991,213,1991-08-01,nh4,5,surf,1991-04-18
CR,1991,213,1991-08-01,no3no2,1,surf,1991-04-18
CR,1991,213,1991-08-01,ph,6.6,surf,1991-04-18
CR,1991,213,1991-08-01,totnf,114,surf,1991-04-18
CR,1991,213,1991-08-01,totnuf,90,surf,1991-04-18
CR,1991,213,1991-08-01,totpf,5,surf,1991-04-18
CR,1991,213,1991-08-01,totpuf,3,surf,1991-04-18
CR,1991,241,1991-08-29,doc,2.09,surf,1991-04-18
CR,1991,241,1991-08-29,drsif,29.639999999999997,surf,1991-04-18
CR,1991,241,1991-08-29,nh4,4,surf,1991-04-18
CR,1991,241,1991-08-29,no3no2,1,surf,1991-04-18
CR,1991,241,1991-08-29,ph,6.64,surf,1991-04-18
CR,1991,241,1991-08-29,totnf,89,surf,1991-04-18
CR,1991,241,1991-08-29,totnuf,86,surf,1991-04-18
CR,1991,241,1991-08-29,totpf,0,surf,1991-04-18
CR,1991,241,1991-08-29,totpuf,0,surf,1991-04-18
CR,1991,268,1991-09-25,doc,2.06,surf,1991-04-18
CR,1991,268,1991-09-25,drsif,29.639999999999997,surf,1991-04-18
CR,1991,268,1991-09-25,nh4,0,surf,1991-04-18
CR,1991,268,1991-09-25,no3no2,1,surf,1991-04-18
CR,1991,268,1991-09-25,ph,6.62,surf,1991-04-18
CR,1991,268,1991-09-25,totnf,147,surf,1991-04-18
CR,1991,268,1991-09-25,totnuf,159,surf,1991-04-18
CR,1991,268,1991-09-25,totpf,0,surf,1991-04-18
CR,1991,268,1991-09-25,totpuf,4,surf,1991-04-18
CR,1991,304,1991-10-31,drsif,27.36,surf,1991-04-18
CR,1991,304,1991-10-31,nh4,23,surf,1991-04-18
CR,1991,304,1991-10-31,no3no2,3,surf,1991-04-18
CR,1991,304,1991-10-31,ph,6.22,surf,1991-04-18
CR,1991,304,1991-10-31,totnf,124,surf,1991-04-18
CR,1991,304,1991-10-31,totnuf,131,surf,1991-04-18
CR,1991,304,1991-10-31,totpf,0,surf,1991-04-18
CR,1991,304,1991-10-31,totpuf,32,surf,1991-04-18
CR,1992,127,1992-05-06,doc,1.53,surf,1992-04-30
CR,1992,127,1992-05-06,drsif,22.799999999999997,surf,1992-04-30
CR,1992,127,1992-05-06,nh4,34,surf,1992-04-30
CR,1992,127,1992-05-06,no3no2,32,surf,1992-04-30
CR,1992,127,1992-05-06,ph,6.18,surf,1992-04-30
CR,1992,127,1992-05-06,totnf,175,surf,1992-04-30
CR,1992,127,1992-05-06,totnuf,187,surf,1992-04-30
CR,1992,127,1992-05-06,totpf,0,surf,1992-04-30
CR,1992,127,1992-05-06,totpuf,3,surf,1992-04-30
CR,1992,154,1992-06-02,doc,1.71,surf,1992-04-30
CR,1992,154,1992-06-02,drsif,18.24,surf,1992-04-30
CR,1992,154,1992-06-02,nh4,40,surf,1992-04-30
CR,1992,154,1992-06-02,no3no2,14,surf,1992-04-30
CR,1992,154,1992-06-02,totnf,124,surf,1992-04-30
CR,1992,154,1992-06-02,totnuf,150,surf,1992-04-30
CR,1992,154,1992-06-02,totpf,0,surf,1992-04-30
CR,1992,154,1992-06-02,totpuf,4,surf,1992-04-30
CR,1992,188,1992-07-06,doc,1.9,surf,1992-04-30
CR,1992,188,1992-07-06,drsif,15.959999999999999,surf,1992-04-30
CR,1992,188,1992-07-06,nh4,8,surf,1992-04-30
CR,1992,188,1992-07-06,no3no2,4,surf,1992-04-30
CR,1992,188,1992-07-06,ph,6.87,surf,1992-04-30
CR,1992,188,1992-07-06,totnf,74,surf,1992-04-30
CR,1992,188,1992-07-06,totnuf,82,surf,1992-04-30
CR,1992,188,1992-07-06,totpf,0,surf,1992-04-30
CR,1992,188,1992-07-06,totpuf,2,surf,1992-04-30
CR,1992,212,1992-07-30,doc,1.82,surf,1992-04-30
CR,1992,212,1992-07-30,drsif,22.799999999999997,surf,1992-04-30
CR,1992,212,1992-07-30,nh4,4,surf,1992-04-30
CR,1992,212,1992-07-30,no3no2,0,surf,1992-04-30
CR,1992,212,1992-07-30,ph,6.76,surf,1992-04-30
CR,1992,212,1992-07-30,totnf,133,surf,1992-04-30
CR,1992,212,1992-07-30,totnuf,133,surf,1992-04-30
CR,1992,212,1992-07-30,totpf,4,surf,1992-04-30
CR,1992,212,1992-07-30,totpuf,3,surf,1992-04-30
CR,1992,238,1992-08-25,doc,1.8,surf,1992-04-30
CR,1992,238,1992-08-25,drsif,29.639999999999997,surf,1992-04-30
CR,1992,238,1992-08-25,nh4,4,surf,1992-04-30
CR,1992,238,1992-08-25,no3no2,1,surf,1992-04-30
CR,1992,238,1992-08-25,ph,6.6,surf,1992-04-30
CR,1992,238,1992-08-25,totnf,91,surf,1992-04-30
CR,1992,238,1992-08-25,totnuf,128,surf,1992-04-30
CR,1992,238,1992-08-25,totpf,0,surf,1992-04-30
CR,1992,238,1992-08-25,totpuf,2,surf,1992-04-30
CR,1992,266,1992-09-22,doc,1.9,surf,1992-04-30
CR,1992,266,1992-09-22,drsif,20.52,surf,1992-04-30
CR,1992,266,1992-09-22,nh4,0,surf,1992-04-30
CR,1992,266,1992-09-22,no3no2,0,surf,1992-04-30
CR,1992,266,1992-09-22,ph,6.71,surf,1992-04-30
CR,1992,266,1992-09-22,totnf,128,surf,1992-04-30
CR,1992,266,1992-09-22,totnuf,183,surf,1992-04-30
CR,1992,266,1992-09-22,totpf,0,surf,1992-04-30
CR,1992,266,1992-09-22,totpuf,5,surf,1992-04-30
CR,1992,294,1992-10-20,doc,1.94,surf,1992-04-30
CR,1992,294,1992-10-20,drsif,54.72,surf,1992-04-30
CR,1992,294,1992-10-20,nh4,16,surf,1992-04-30
CR,1992,294,1992-10-20,no3no2,4,surf,1992-04-30
CR,1992,294,1992-10-20,ph,5.95,surf,1992-04-30
CR,1992,294,1992-10-20,totnf,139,surf,1992-04-30
CR,1992,294,1992-10-20,totnuf,207,surf,1992-04-30
CR,1992,294,1992-10-20,totpf,0,surf,1992-04-30
CR,1992,294,1992-10-20,totpuf,5,surf,1992-04-30
CR,1992,314,1992-11-09,doc,1.84,surf,1992-04-30
CR,1992,314,1992-11-09,drsif,34.199999999999996,surf,1992-04-30
CR,1992,314,1992-11-09,nh4,15,surf,1992-04-30
CR,1992,314,1992-11-09,no3no2,5,surf,1992-04-30
CR,1992,314,1992-11-09,ph,6.23,surf,1992-04-30
CR,1992,314,1992-11-09,totnf,131,surf,1992-04-30
CR,1992,314,1992-11-09,totnuf,186,surf,1992-04-30
CR,1992,314,1992-11-09,totpf,0,surf,1992-04-30
CR,1992,314,1992-11-09,totpuf,7,surf,1992-04-30
CR,1993,125,1993-05-05,doc,1.63,surf,1993-05-02
CR,1993,125,1993-05-05,drsif,15.959999999999999,surf,1993-05-02
CR,1993,125,1993-05-05,nh4,31,surf,1993-05-02
CR,1993,125,1993-05-05,no3no2,36,surf,1993-05-02
CR,1993,125,1993-05-05,ph,6.02,surf,1993-05-02
CR,1993,125,1993-05-05,totnf,82,surf,1993-05-02
CR,1993,125,1993-05-05,totnuf,153,surf,1993-05-02
CR,1993,125,1993-05-05,totpf,0,surf,1993-05-02
CR,1993,125,1993-05-05,totpuf,5,surf,1993-05-02
CR,1993,153,1993-06-02,doc,1.92,surf,1993-05-02
CR,1993,153,1993-06-02,drsif,11.399999999999999,surf,1993-05-02
CR,1993,153,1993-06-02,nh4,24,surf,1993-05-02
CR,1993,153,1993-06-02,no3no2,8,surf,1993-05-02
CR,1993,153,1993-06-02,ph,6.5,surf,1993-05-02
CR,1993,153,1993-06-02,totnf,113,surf,1993-05-02
CR,1993,153,1993-06-02,totnuf,140,surf,1993-05-02
CR,1993,153,1993-06-02,totpf,0,surf,1993-05-02
CR,1993,153,1993-06-02,totpuf,0,surf,1993-05-02
CR,1993,180,1993-06-29,doc,1.935,surf,1993-05-02
CR,1993,180,1993-06-29,drsif,6.84,surf,1993-05-02
CR,1993,180,1993-06-29,nh4,39,surf,1993-05-02
CR,1993,180,1993-06-29,no3no2,3,surf,1993-05-02
CR,1993,180,1993-06-29,ph,6.505,surf,1993-05-02
CR,1993,180,1993-06-29,totnf,121.5,surf,1993-05-02
CR,1993,180,1993-06-29,totnuf,127,surf,1993-05-02
CR,1993,180,1993-06-29,totpf,0,surf,1993-05-02
CR,1993,180,1993-06-29,totpuf,3,surf,1993-05-02
CR,1993,209,1993-07-28,doc,1.6,surf,1993-05-02
CR,1993,209,1993-07-28,drsif,13.68,surf,1993-05-02
CR,1993,209,1993-07-28,nh4,22,surf,1993-05-02
CR,1993,209,1993-07-28,no3no2,0,surf,1993-05-02
CR,1993,209,1993-07-28,ph,6.52,surf,1993-05-02
CR,1993,209,1993-07-28,totnf,142,surf,1993-05-02
CR,1993,209,1993-07-28,totnuf,137,surf,1993-05-02
CR,1993,209,1993-07-28,totpf,1,surf,1993-05-02
CR,1993,209,1993-07-28,totpuf,3,surf,1993-05-02
CR,1993,236,1993-08-24,doc,1.99,surf,1993-05-02
CR,1993,236,1993-08-24,drsif,15.959999999999999,surf,1993-05-02
CR,1993,236,1993-08-24,nh4,8,surf,1993-05-02
CR,1993,236,1993-08-24,no3no2,1,surf,1993-05-02
CR,1993,236,1993-08-24,ph,6.65,surf,1993-05-02
CR,1993,236,1993-08-24,totnf,90,surf,1993-05-02
CR,1993,236,1993-08-24,totnuf,87,surf,1993-05-02
CR,1993,236,1993-08-24,totpf,1,surf,1993-05-02
CR,1993,236,1993-08-24,totpuf,0,surf,1993-05-02
CR,1993,264,1993-09-21,doc,1.8,surf,1993-05-02
